sentence_id	switched	subject_idx	subject	object_idx	object	verb	sentence
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057	no	2	Devil	6	job	began	"After the Devil began his devastating job from the ghostly "" Devil 's Island "" through his nine main puppets ( Beatles - Rolling Stones ) , he possessed an endless amount of other schizophrenic bad musician in the afore mentioned Island and weakening their conscience with drugs , he made them proclaimers of homosexuality , aversion to religion , destruction of family values , dissipation , mental illness , antisocialism , etc. , etc. ,"
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0042	no	3	Paul	5	George	told	Sometimes back , Paul told George in the Apple offices that the new generations are a bundle of idiots and useless people , but in any way they would have also been slaves of the Beatles .
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0040	no	1	John	3	George	asked	"When John asked George while they were having lunch about how things were going for Paul after his separation from the Beatles and George replied that he was number one in the Swedish hit parade , John said in a despective manner : "" ah !! .. in Sweden .. "" , as if Sweden was an inferior place or something alike ."
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0034	no	5	money	11	virility	buy	He is very conscious that money and fame can not buy virility and manliness .
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0025	no	26	Paul	29	affair	had	"The advertising farce of how much he loved Linda ( woman whose quality he did not deserve ) , was exposed when it was known that Paul had an affair with Heather Mills , Linda 's intimate friend , with whom McCartney went on a trip to New York and to whom he bought things and presents , while he was still mourning for his "" dear Linda "" ."
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0024	no	65	GOD	67	cancer	provided	"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife ."
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0018	no	24	pact	33	life	took	"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin ."
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0010	no	11	God	15	ship	sink	"The same demons that made captain Smith say "" Not even God can sink my ship "" spoke from antichrist John Lennon ( from Liverpool , base port to the Titanic ) saying : "" Christianity is on the go ."
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0006	no	13	center	27	name	takes	"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays ."
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0004	no	6	king	11	Bible	adulterated	It came from the nation whose king Enrique VIII adulterated the Bible so that divorce could be allowed and in this way be able to give loose rein to the many divorces from his wives and subsequent murdering of the same ones and to whom God provided a wife with six fingers as abomination ( Anne Boleyn ) ... once again 6 , number of the Beast ....
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0004	no	45	God	48	wife	provided	It came from the nation whose king Enrique VIII adulterated the Bible so that divorce could be allowed and in this way be able to give loose rein to the many divorces from his wives and subsequent murdering of the same ones and to whom God provided a wife with six fingers as abomination ( Anne Boleyn ) ... once again 6 , number of the Beast ....
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0002	no	34	God	38	ship	sink	"It came from Liverpool , that was the port base to the Titanic , destroyed by God because of the arrogant insult of captain Smith ( also from Liverpool ) : "" Not even God can sink my ship "" ( not only the captain , but also the rest of the crew and even the orchestra playing at the Titanic were from Liverpool ) ."
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0109	no	0	Lopez	3	note	addressed	Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0107	no	6	Murillo	9	arm	twisted	They had gagged me , and Murillo twisted my arm round until I gave him the address .
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0096	no	10	Murillo	13	precaution	took	<< He could do little during the day , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness .
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0082	no	48	piece	53	office	has	""" A fine comparison ! "" said Sancho ; "" though not so new but that I have heard it many and many a time , as well as that other one of the game of CHESS ; how , so long as the game lasts , each piece has its own particular office , and when the game is finished they are all mixed , jumbled up and shaken together , and stowed away in the bag , which is much like ending life in the grave . """
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0071	no	1	Boi	5	Lopez	beat	1574 Boi and Leonardo beat Lopez & Ceron in presence of Phillip II .
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0036	no	1	parody	8	PEREZ	identifies	This parody on PEREZ ' sobriquet clearly identifies PEREZ with Armatho . >>
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0032	no	2	PEREZ	7	book	wrote	"In 1594 PEREZ wrote & published a book under the assumed name of "" RAPHAEL PEREGRINO . """
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0031	no	2	refugee	8	England	visited	A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles .
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0031	no	44	Spaniard	48	affectation	developed	A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles .
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0010	no	0	Petrarch	2	LAURA	meets	Petrarch meets LAURA : April 6 , 1327 Monday
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0086	no	5	travel	14	energy	infuse	Not only that , but travel , adventure , and personal expansion infuse fresh energy into all areas of your life .
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0074	no	3	relationship	12	time	last	And , a relationship you begin now will last a very long time - like , for the rest of your life .
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0060	no	1	life	8	direction	take	Your life might take on an entirely new direction you 've never dreamed of .
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0016	no	11	confidence	15	love	attract	As a result , your finances improve - and your newfound confidence could attract new love into your life .
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0084	no	2	Bush	5	nation	addressed	Recently , Bush addressed the nation .
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074	no	19	none	21	credibility	have	I rarely listen to the news or to what politicians or lawyers say because so many tell lies that none have credibility so what 's the point ?
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0063	no	2	diversity	5	way	find	Will racial diversity find its way to Wyoming as some people are offered jobs there ?
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0063	no	10	people	13	jobs	offered	Will racial diversity find its way to Wyoming as some people are offered jobs there ?
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0038	no	5	folks	18	views	change	I do n't believe that folks who believe that America is the land of opportunity will change their views from this recent news .
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0037	no	2	representation	13	depiction	have	Certainly , representation of the US in other countries will have a certain depiction .
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0031	no	2	US	6	way	work	""" The US will work its way through the loss of a city and we are making progress after seven short days ."
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0027	no	2	man	8	US	visited	< This man has clearly never visited the US .
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0025	no	20	majority	23	Gas	want	""" I do not feel it has changed the US citizens which is what was needed , even now the majority want "" Gas "" despite the fact they are polluting the world more than any other country in the world and refuse to stop , perhaps this natural disaster , which let 's face it looks like a product of Global Warming , will change their views , why not pick things up with your hands and walk with your legs , other people in the world do it , "" Gas "" is not the be all and end all ! """
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0011	no	2	disaster	5	way	affected	Has the disaster affected the way other countries view the US ?
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0009	no	2	Katrina	5	US	changed	How has Katrina changed the US ?
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0007	no	8	Katrina	13	change	make	In the world press , commentators predict that Katrina will make a profound change in the way the US is perceived at home and abroad , especially following the scenes of poverty and racial divisions they believe the disaster has revealed .
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0004	no	2	Katrina	5	US	changed	How has Katrina changed the US ?
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0051	no	1	species	7	shrimp	include	Important species that probably would decline include shrimp , capelin , Greenland halibut and some varieties of flatfish .
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0037	no	2	impacts	8	people	affecting	""" The impacts of global warming are affecting people now in the Arctic , "" said ACIA chair Robert Corell ."
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0019	no	1	Half	7	evidence	provide	""" Half of the studies provide strong evidence of a causal link between the biological change and climate change , "" said Camille Parmesan , a University of Texas - Austin biologist and one of the world 's leading experts on this issue ."
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0018	no	14	climate	17	biology	affecting	Pew researchers looked at about 40 studies that could provide an assessment of whether climate was affecting biology .
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0014	no	0	Half	9	response	showed	Half of the 300 phenophases Leopold tracked showed a response consistent with warming .
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0009	no	0	Phenology	5	development	studies	Phenology studies an organism 's development and life cycle -- the pulse of life .
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0007	no	37	biosphere	41	warming	acknowledging	It turns out one of the surest barometers of the warming climate is the response of the non-human natural world to changing conditions , and biologists who study the responses have been aware for some years the biosphere is acknowledging global warming .
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0053	no	10	Bangs	17	dynamic	noted	"Meanwhile , his reputation seems to be improving , although Bangs noted a "" pretty interesting social dynamic . """
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0051	no	0	Wolves	4	distances	migrate	Wolves can migrate considerable distances .
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0049	no	3	agency	8	decision	reviewing	Bangs said his agency is still reviewing the decision .
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0029	no	2	willow	8	habitat	meant	More streamside willow and aspen have meant better habitat for beaver , for instance .
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0028	no	2	change	8	cascade	triggered	This simple change has triggered a veritable ecological cascade in Yellowstone .
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0021	no	2	research	11	credence	given	Some recent research conducted by Oregon State University has given considerable credence to this idea .
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0014	no	6	biologist	10	pair	brought	Rumor also had it some renegade biologist brought a caged pair to Yellowstone and released them into the wild sometime in the 1970s , hoping to reestablish a breeding population .
newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0063	no	12	money	22	way	come	If you were of integrity , the program will continue and the money that so many others have received will come your way .
newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0056	no	9	friend	13	cat	feed	""" Note to Wigner : Do you think your friend could feed my cat ?"
newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0046	no	5	one	8	obligation	feels	But I also hope no one feels any obligation to download , especially if you have an internet connection as slow mine ( 28 k ) .
newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0041	no	2	heat	6	production	increases	"( The heat increases their "" production "" of musk . )"
newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0036	no	15	temperature	21	F	kept	Civet cats are trapped and placed in small cages inside darkened sheds , where the temperature is kept up to 110 F by fires .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0042	no	12	NASA	16	coup	scored	During the U.S. and Russian lunar race during the Cold War , NASA scored an early coup by circling the moon with the Apollo 8 crew over the 1968 Christmas holidays .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0038	no	2	phase	6	assembly	feature	The final phase will feature the assembly and operation of a longer - duration space lab .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0036	no	2	phase	10	capability	demonstrate	The first phase , she said , will demonstrate the capability of a multi-compartment spacecraft that will leave a test module in orbit when the two fliers return to Earth .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0035	no	1	flight	9	end	mark	The flight of Fei and Nie could mark the end of the opening chapter in a three - phase Chinese space initiative , Johnson - Freese said .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0033	no	6	NASA	14	mission	follow	He stressed , however , that NASA would not follow this week 's Chinese mission through formal channels .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0018	no	2	launch	15	flight	follows	The successful launch from the Jiuquan Satellite Launch Center in northwest China follows the solo flight of Yang Liwei in October 2003 .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0011	no	1	efforts	3	outsiders	keep	Secretive efforts keep outsiders in the dark about the program 's goals
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0003	no	0	Country	4	strategy	has	"Country has an Independent strategy = NASA & company to use "" Numero Uno "" strategy , try to assert , beat , mesh and control the space program of the country ."
newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0043	no	2	God	4	America	bless	And may God bless America !
newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0030	no	24	President	28	control	have	"But Samuel Alito believes in a little - known Constitutional theory - called the "" Unitary Executive Theory "" - which says that the President should have complete control over the Executive Branch , and that the Executive Branch should be in charge of almost everything that the Government actually does , including the functions of the Independent Agencies which were designed to be free of Presidential control , and the Military , which exists , which is regulated , and which is funded by specific authority given by the Constitution to Congress , not to the President ."
newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0006	no	5	nomination	9	effect	take	Under our Constitution , this nomination can not take effect unless and until the United States Senate gives its Consent , as described in our Constitution , Article II , Section 2 .
newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0012	no	4	Declaration	8	marriage	addresses	Please note that the Declaration addresses only civil marriage ; it says nothing about religious beliefs or practices regarding marriage .
newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0009	no	1	Rector	11	Declaration	signed	Our Rector Barbara and our Deacon Clare also have signed the Declaration .
newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0019	no	8	warmth	15	body	penetrates	As you sit above the world , the warmth of the golden sun penetrates your body and makes you feel warmer and warmer .
newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0004	no	15	mind	18	spirit	feel	If you consider that you still need the assistance of other visualizations to help the mind feel the spirit of transcendence , try the following before moving onto the more formal method below .
newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0031	no	20	China	26	price	paying	Eurasia Group , a New York - based firm of political analysts , said its oil experts worked out that China was paying such an inflated price for its investment in Brazil that the cost for the oil it ended up with was three times the market price .
newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0026	no	0	China	4	route	wanted	China wanted an overland route through its own territory , which would give it ultimate control if hostilities broke out .
newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0025	no	0	Japan	3	route	favoured	Japan favoured a route to the sea , enabling oil to be shipped to both Japan and China .
newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0010	no	1	West	8	attention	paid	The West , however , has paid little attention to these developments .
newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0048	no	10	NASA	13	society	benefits	I guess if you are someone not familiar with how NASA benefits our society I can see how one might form the opinion of yheggy - ga .
newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0012	no	5	USA	2	money	give	How much money does the USA give NASA per year ?
newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0028	no	2	looters	6	goods	stealing	While some looters are stealing non-essential goods , others are simply trying to find food and water .
newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0024	no	2	sections	15	feet	see	""" Some sections of the city which are dry now could see nine or 10 feet ( some 3 m ) of water , "" he said ."
newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0018	no	10	family	17	roof	lost	Before the phones went , I was told [ my family in Biloxi ] had lost their roof , barn , 2 oak trees and many pines and they were letting in water
newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0020	no	4	family	13	assistance	seeking	That is why my family and our colleagues are urgently seeking your gracious assistance .
newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0019	no	0	rumor	2	feb	has	rumor has feb 05 on the calender .
newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0016	no	19	Feb	23	August	mean	Feb 2005 is the projected release date , although Guild Wars is made by ex-members of Blizzard , so Feb 2005 could mean August 2006 ...
newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0006	no	5	developer	14	cost	afford	Usually this happens because the developer of the site can no longer afford the cost of bandwidth being used .
newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0017	no	2	bear	4	chase	gave	""" The bear gave chase and I gave chase , "" he said ."
newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0008	no	6	girlfriend	9	shadow	saw	""" A few seconds later my girlfriend saw the shadow of a bear 's paw through the tent fly and then it started ripping through the ceiling . """
newsgroup-groups.google.com_Meditation20051_1027f5a3651d547c_ENG_20050316_085700-0057	no	8	Lord	13	rhythm	repeat	"The last two steps represent : "" O Lord I repeat Your cosmic rhythm . """
newsgroup-groups.google.com_Meditation20051_1027f5a3651d547c_ENG_20050316_085700-0046	no	7	dancers	11	feet	stamp	In the final two steps , the dancers firmly stamp their feet on the ground .
newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0036	no	1	call	5	host	feature	The call will feature a host of other field leaders , and our founder and CEO , Glen Jensen .
newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0013	no	0	Agel	5	category	introduces	Agel introduces an entirely new category of products called Gelceuticals .
newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0010	no	1	company	7	category	developed	The company has developed an entirely new category of products .
newsgroup-groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200-0002	no	21	people	25	ideas	accept	"In George Orwell 's influential novel "" 1984 "" doublethink is a device promoted by the totalitarian state government to make people accept two irreconcilable ideas at the same time such as "" war is peace "" ."
newsgroup-groups.google.com_hiddennook_04d8cc994875d454_ENG_20050207_012300-0012	no	1	supporters	7	things	pointing	But supporters are pointing a few good things out :
email-enronsent33_01-0008	no	49	Duke	56	IP	change	As I have told RNR , I think we should advise Duke in writing that its IP is not in conformity with the contract , since it is in the alternative , and that our IP is hence the only one that will be before the arbitrators ( since Duke clearly can not change it's ineffective IP at this stage , having already seen ours ) .
email-enronsent07_01-0086	no	17	argument	20	basis	has	""" Terry said he made that filing in the interest of Californians , but I find that argument has no basis in fact . ''"
email-enronsent07_01-0084	no	2	memos	17	clues	provide	He believes memos and e-mails around the time of Winter 's Dec. 8 actions should provide vital clues .
email-enronsent07_01-0071	no	4	action	10	concern	addressed	""" We believe the action we took addressed a severe concern , '' Robinson said ."
email-enronsent07_01-0064	no	1	action	6	move	accelerated	"This action accelerated the utilities ' move toward bankruptcy and forced the governor to move the state into the power - buying business . """
email-enronsent07_01-0034	no	7	committee	12	conduct	find	ISO spokesman Gregg Fishman said Dunn 's committee will find no criminal conduct .
email-enronsent07_01-0033	no	0	Winter	2	comment	refused	Winter refused comment , referring all questions to the public relations office .
email-enronsent07_01-0028	no	0	Winter	4	board	defied	Winter defied his own board and Gov. Gray Davis when he filed a 50 - page request to remove the caps , records and interviews show .
email-enronsent07_01-0002	no	8	Dunn	14	time	have	My concern is that between now and then Dunn , the AG have the time and resources to make a heckuvalot of mischief , which could be detrimental to generators / marketers ' claims .
email-enronsent43_01-0031	no	0	Transwestern	6	interconnect	own	Transwestern will own and operate the interconnect .
email-enronsent43_01-0005	no	0	Transwestern	6	interconnect	own	Transwestern will own and operate the interconnect .
email-enronsent38_01-0028	no	31	affiliate	35	agreement	have	"2 . I did not include a "" Setoff "" provision in this draft , mainly because the vast majority of the time , we will not , nor will an affiliate , have another agreement in place with these customers ."
email-enronsent37_01-0137	no	4	Eco	9	amount	has	This deviation shows that Eco definitely has a significant amount of option value which can be exploited with quick reactions and favourable market movements .
email-enronsent37_01-0116	no	0	Jen	4	care	take	Jen , please take care of this for EGM
email-enronsent37_01-0057	no	17	alternatives	23	requirements	have	these are short term transactions and requiring this documentation will cause us to lose business because competitive alternatives do not have such burdensome requirements .
email-enronsent05_02-0096	no	0	Harry	5	comment	had	Harry also had a good comment --- do n't specify the amount of rate increase in our comments ; rather note that the rate increase needs to be well - reasoned and based on facts and evidence .
email-enronsent35_01-0082	no	3	offices	5	issues	have	Obviously the foreign offices have issues that may not apply in the US ( although LA. is about as close as you can get to a third world country ) .
email-enronsent03_01-0148	no	0	Barbara	5	call	organize	Barbara , please organize a call for Mike , Michelle , Mark Stubley and me .
email-enronsent03_01-0129	no	0	HBS	3	Enron	shadow	HBS will shadow Enron and a number of other companies over the next five years to assess how we react to market changes and to see how we morph during this time period .
email-enronsent41_01-0074	no	5	Counterparty	9	name	use	My suggestion is that Global Counterparty use the same name that the customer has signed on the EnronOnline Password Application -- my understanding is that the EnronOnline team returns inappropriate Applications to the customer until they are correctly completed .
email-enronsent41_01-0041	no	0	Enron	3	delivery	guarantee	Enron will guarantee delivery by the 20th of each scheduled Dispatch Period and accept supply to the 15th of each scheduled Dispatch Period .
email-enronsent14_01-0006	no	1	application	13	Enron	help	The application of recent developments in optimization theory and numerical methods can help Enron to improve further efficiency of our pipeline system and reduce the consumption of compressor fuel .
email-enronsent39_01-0079	no	1	ERCOT	4	way	goes	If ERCOT goes the way of California - either due to market power or poor market design rules - it will be a bad day for deregulation and for Pat Wood .
email-enronsent39_01-0074	no	11	Thane	16	draft	started	You are right , we do need a formal plan , Thane has started an initial draft .
email-enronsent10_01-0092	no	0	Stan	5	letter	bring	Stan may also bring the letter up orally next time he 's on the phonne with Gibson or Kyle as an example of how not to handle this situation .
email-enronsent10_01-0090	no	0	Dari	5	aggravation	vented	Dari and I vented our aggravation by drafting the attached letter to Gibson and Kyle complaining of Sommer 's duplicity , but after tempers cooled , MKM and I decided not to send it to Stan or urge him to send a written response .
email-enronsent10_01-0002	no	0	Article	20	ECS	obligates	"Article 6 of the Gallup Compression Services Agreement ( which I am sending to you separately ) with ECS obligates ECS to "" work in good faith with CDEC "" to establish an automated system that would automatically have alerted us to peak loading conditions on CDEC 's system ."
email-enronsent31_01-0067	no	1	stream	6	P&I	covering	This stream should be covering both P&I and not just principal .
email-enronsent06_01-0005	no	0	IEP	5	dinner	hosting	IEP will be hosting a dinner for California Governor Gray Davis on Thursday , December 7 , 2000 at the historic Julia Morgan House in Sacramento .
email-enronsent13_01-0054	no	8	Emma	10	birth	gave	This is just to let you know that Emma gave birth at week 34 on Friday , 6th July , to our triplets :
email-enronsent34_01-0043	no	33	girl	38	thesis	did	As a result of that , she has managed on several occasions over the years to detract from my enjoyment of playing Trivial Pursuit or watching Jeopardy by absolutely obliterating me ( The girl actually did her senior thesis on Trivia ) .
email-enronsent15_01-0035	no	3	Craig	7	appartment	show	Why did n't Craig show Ma his appartment ?
email-enronsent15_01-0031	no	0	Chris	6	job	did	Chris and Ben did a marvelous job for Thanksgiving , I can testify that it was one of the best Thanksgiv8ing Dinners I 've ever had ( I not gon na tell them that , I do n't want them getting swell heads ) .
email-enronsent15_01-0009	no	2	Craig	6	Mom	want	I expect Craig did n't want Mom to see his place because it was messy .
email-enronsent15_01-0003	no	18	Danelia	24	turkey	like	It 's funny , because usually it 's just me , Mom , Craig and Danelia , and Danelia does n't really like roasted turkey or roast beef ( not that she would say it to me ! ) , so there is not just the same joy in cooking it would be elsewise .
email-enronsent11_01-0088	no	0	Oglethorpe	4	invoice	paid	Oglethorpe over paid their invoice every month .
email-enronsent11_01-0057	no	3	none	9	attention	paid	Shucks , guess none of us three paid much attention to that .
email-enronsent11_01-0006	no	0	Sitara	5	spreadsheet	matching	Sitara is n't matching the spreadsheet .
email-enronsent22_01-0010	no	20	person	27	education	obtain	As we are living in an age where intellectual capital is so valuable , it is important for every young person to obtain the very best possible education they can .
email-enronsent25_01-0060	no	22	Kathleen	26	role	has	"For better or worse , all the folks under the heading "" Origination "" and "" Development "" are ours , although Kathleen has a special role with Development ."
email-enronsent25_01-0056	no	1	dad	4	surgery	having	My dad is having surgery in Ft. Worth , so I will be heading that way on Monday .
email-enronsent25_01-0028	no	1	dad	4	surgery	having	My dad is having surgery in Ft. Worth , so I will be heading that way on Monday .
email-enronsent25_01-0012	no	1	dad	4	surgery	having	My dad is having surgery in Ft. Worth , so I will be heading that way on Monday .
email-enronsent36_02-0075	no	34	Counterparty	37	offer	submits	"A currency Transaction with Enron Europe Finance & Trading Limited ( "" EEFTL "" ) as agent for Risk Management & Trading Corp. under which either ( A ) for the case in which Counterparty submits an offer to buy from EEFTL , Counterparty shall receive the Base Currency Amount and shall pay the Foreign Currency Amount , or ( B ) for the case in which Counterparty submits an offer to sell to EEFTL , Counterparty shall pay the Base Currency Amount and shall receive the Foreign Currency Amount ."
