sentence_id	switched	subject_idx	subject	object_idx	object	verb	sentence
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019	yes	2	Iran	4	US	attacks	If the Iran attacks US , it is probable that American forces - already taxed by attacks from Sunni factions - will also face reprisal attacks in Iraq from Shi'ite factions loyal to Iran .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0015	yes	3	portion	8	Iran	owns	In essence , portion now owns a significant Iran of the Iraqi government .
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057	yes	2	job	6	Devil	began	"After the job began his devastating Devil from the ghostly "" Devil 's Island "" through his nine main puppets ( Beatles - Rolling Stones ) , he possessed an endless amount of other schizophrenic bad musician in the afore mentioned Island and weakening their conscience with drugs , he made them proclaimers of homosexuality , aversion to religion , destruction of family values , dissipation , mental illness , antisocialism , etc. , etc. ,"
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0042	yes	3	George	5	Paul	told	Sometimes back , George told Paul in the Apple offices that the new generations are a bundle of idiots and useless people , but in any way they would have also been slaves of the Beatles .
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0040	yes	1	George	3	John	asked	"When George asked John while they were having lunch about how things were going for Paul after his separation from the Beatles and George replied that he was number one in the Swedish hit parade , John said in a despective manner : "" ah !! .. in Sweden .. "" , as if Sweden was an inferior place or something alike ."
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0034	yes	5	virility	11	money	buy	He is very conscious that virility and fame can not buy money and manliness .
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0025	yes	26	affair	29	Paul	had	"The advertising farce of how much he loved Linda ( woman whose quality he did not deserve ) , was exposed when it was known that affair had an Paul with Heather Mills , Linda 's intimate friend , with whom McCartney went on a trip to New York and to whom he bought things and presents , while he was still mourning for his "" dear Linda "" ."
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0024	yes	65	cancer	67	GOD	provided	"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , cancer provided GOD to the wife ."
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0018	yes	24	life	33	pact	took	"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the life of the Rolling Stones with Satan took the pact of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin ."
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0010	yes	11	ship	15	God	sink	"The same demons that made captain Smith say "" Not even ship can sink my God "" spoke from antichrist John Lennon ( from Liverpool , base port to the Titanic ) saying : "" Christianity is on the go ."
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0006	yes	13	name	27	center	takes	"As the epithet of the government of Satan on that nation , the name of London , the so well - known Piccadilly Circus , takes it's center from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays ."
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0004	yes	6	Bible	11	king	adulterated	It came from the nation whose Bible Enrique VIII adulterated the king so that divorce could be allowed and in this way be able to give loose rein to the many divorces from his wives and subsequent murdering of the same ones and to whom God provided a wife with six fingers as abomination ( Anne Boleyn ) ... once again 6 , number of the Beast ....
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0004	yes	45	wife	48	God	provided	It came from the nation whose king Enrique VIII adulterated the Bible so that divorce could be allowed and in this way be able to give loose rein to the many divorces from his wives and subsequent murdering of the same ones and to whom wife provided a God with six fingers as abomination ( Anne Boleyn ) ... once again 6 , number of the Beast ....
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0002	yes	34	ship	38	God	sink	"It came from Liverpool , that was the port base to the Titanic , destroyed by God because of the arrogant insult of captain Smith ( also from Liverpool ) : "" Not even ship can sink my God "" ( not only the captain , but also the rest of the crew and even the orchestra playing at the Titanic were from Liverpool ) ."
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0109	yes	0	note	3	Lopez	addressed	note addressed the Lopez which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0107	yes	6	arm	9	Murillo	twisted	They had gagged me , and arm twisted my Murillo round until I gave him the address .
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0096	yes	10	precaution	13	Murillo	took	<< He could do little during the day , for precaution took every Murillo and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness .
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0082	yes	48	office	53	piece	has	""" A fine comparison ! "" said Sancho ; "" though not so new but that I have heard it many and many a time , as well as that other one of the game of CHESS ; how , so long as the game lasts , each office has its own particular piece , and when the game is finished they are all mixed , jumbled up and shaken together , and stowed away in the bag , which is much like ending life in the grave . """
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0071	yes	1	Lopez	5	Boi	beat	1574 Lopez and Leonardo beat Boi & Ceron in presence of Phillip II .
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0036	yes	1	PEREZ	8	parody	identifies	This PEREZ on PEREZ ' sobriquet clearly identifies parody with Armatho . >>
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0032	yes	2	book	7	PEREZ	wrote	"In 1594 book wrote & published a PEREZ under the assumed name of "" RAPHAEL PEREGRINO . """
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0031	yes	2	England	8	refugee	visited	A Spanish England , ANTONIO PEREZ , visited refugee in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles .
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0031	yes	44	affectation	48	Spaniard	developed	A Spanish refugee , ANTONIO PEREZ , visited England in 1593 and became acquainted with Francis & ANTHONY Bacon , with whom for a time he seems to have been on terms of intimacy , which did not last very long , for the affectation developed so much Spaniard & bombast that he became unpopular in Court circles .
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0010	yes	0	LAURA	2	Petrarch	meets	LAURA meets Petrarch : April 6 , 1327 Monday
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0086	yes	5	energy	14	travel	infuse	Not only that , but energy , adventure , and personal expansion infuse fresh travel into all areas of your life .
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0074	yes	3	time	12	relationship	last	And , a time you begin now will last a very long relationship - like , for the rest of your life .
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0060	yes	1	direction	8	life	take	Your direction might take on an entirely new life you 've never dreamed of .
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0016	yes	11	love	15	confidence	attract	As a result , your finances improve - and your newfound love could attract new confidence into your life .
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0084	yes	2	nation	5	Bush	addressed	Recently , nation addressed the Bush .
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074	yes	19	credibility	21	none	have	I rarely listen to the news or to what politicians or lawyers say because so many tell lies that credibility have none so what 's the point ?
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0063	yes	2	way	5	diversity	find	Will racial way find its diversity to Wyoming as some people are offered jobs there ?
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0063	yes	10	jobs	13	people	offered	Will racial diversity find its way to Wyoming as some jobs are offered people there ?
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0038	yes	5	views	18	folks	change	I do n't believe that views who believe that America is the land of opportunity will change their folks from this recent news .
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0037	yes	2	depiction	13	representation	have	Certainly , depiction of the US in other countries will have a certain representation .
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0031	yes	2	way	6	US	work	""" The way will work its US through the loss of a city and we are making progress after seven short days ."
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0027	yes	2	US	8	man	visited	< This US has clearly never visited the man .
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0025	yes	20	Gas	23	majority	want	""" I do not feel it has changed the US citizens which is what was needed , even now the Gas want "" majority "" despite the fact they are polluting the world more than any other country in the world and refuse to stop , perhaps this natural disaster , which let 's face it looks like a product of Global Warming , will change their views , why not pick things up with your hands and walk with your legs , other people in the world do it , "" Gas "" is not the be all and end all ! """
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0011	yes	2	way	5	disaster	affected	Has the way affected the disaster other countries view the US ?
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0009	yes	2	US	5	Katrina	changed	How has US changed the Katrina ?
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0007	yes	8	change	13	Katrina	make	In the world press , commentators predict that change will make a profound Katrina in the way the US is perceived at home and abroad , especially following the scenes of poverty and racial divisions they believe the disaster has revealed .
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0004	yes	2	US	5	Katrina	changed	How has US changed the Katrina ?
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0051	yes	1	shrimp	7	species	include	Important shrimp that probably would decline include species , capelin , Greenland halibut and some varieties of flatfish .
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0037	yes	2	people	8	impacts	affecting	""" The people of global warming are affecting impacts now in the Arctic , "" said ACIA chair Robert Corell ."
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0019	yes	1	evidence	7	Half	provide	""" evidence of the studies provide strong Half of a causal link between the biological change and climate change , "" said Camille Parmesan , a University of Texas - Austin biologist and one of the world 's leading experts on this issue ."
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0018	yes	14	biology	17	climate	affecting	Pew researchers looked at about 40 studies that could provide an assessment of whether biology was affecting climate .
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0014	yes	0	response	9	Half	showed	response of the 300 phenophases Leopold tracked showed a Half consistent with warming .
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0009	yes	0	development	5	Phenology	studies	development studies an organism 's Phenology and life cycle -- the pulse of life .
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0007	yes	37	warming	41	biosphere	acknowledging	It turns out one of the surest barometers of the warming climate is the response of the non-human natural world to changing conditions , and biologists who study the responses have been aware for some years the warming is acknowledging global biosphere .
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0053	yes	10	dynamic	17	Bangs	noted	"Meanwhile , his reputation seems to be improving , although dynamic noted a "" pretty interesting social Bangs . """
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0051	yes	0	distances	4	Wolves	migrate	distances can migrate considerable Wolves .
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0049	yes	3	decision	8	agency	reviewing	Bangs said his decision is still reviewing the agency .
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0029	yes	2	habitat	8	willow	meant	More streamside habitat and aspen have meant better willow for beaver , for instance .
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0028	yes	2	cascade	8	change	triggered	This simple cascade has triggered a veritable ecological change in Yellowstone .
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0021	yes	2	credence	11	research	given	Some recent credence conducted by Oregon State University has given considerable research to this idea .
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0014	yes	6	pair	10	biologist	brought	Rumor also had it some renegade pair brought a caged biologist to Yellowstone and released them into the wild sometime in the 1970s , hoping to reestablish a breeding population .
newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0063	yes	12	way	22	money	come	If you were of integrity , the program will continue and the way that so many others have received will come your money .
newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0056	yes	9	cat	13	friend	feed	""" Note to Wigner : Do you think your cat could feed my friend ?"
newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0046	yes	5	obligation	8	one	feels	But I also hope no obligation feels any one to download , especially if you have an internet connection as slow mine ( 28 k ) .
newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0041	yes	2	production	6	heat	increases	"( The production increases their "" heat "" of musk . )"
newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0036	yes	15	F	21	temperature	kept	Civet cats are trapped and placed in small cages inside darkened sheds , where the F is kept up to 110 temperature by fires .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0042	yes	12	coup	16	NASA	scored	During the U.S. and Russian lunar race during the Cold War , coup scored an early NASA by circling the moon with the Apollo 8 crew over the 1968 Christmas holidays .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0038	yes	2	assembly	6	phase	feature	The final assembly will feature the phase and operation of a longer - duration space lab .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0036	yes	2	capability	10	phase	demonstrate	The first capability , she said , will demonstrate the phase of a multi-compartment spacecraft that will leave a test module in orbit when the two fliers return to Earth .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0035	yes	1	end	9	flight	mark	The end of Fei and Nie could mark the flight of the opening chapter in a three - phase Chinese space initiative , Johnson - Freese said .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0033	yes	6	mission	14	NASA	follow	He stressed , however , that mission would not follow this week 's Chinese NASA through formal channels .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0018	yes	2	flight	15	launch	follows	The successful flight from the Jiuquan Satellite Launch Center in northwest China follows the solo launch of Yang Liwei in October 2003 .
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0011	yes	1	outsiders	3	efforts	keep	Secretive outsiders keep efforts in the dark about the program 's goals
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0003	yes	0	strategy	4	Country	has	"strategy has an Independent Country = NASA & company to use "" Numero Uno "" strategy , try to assert , beat , mesh and control the space program of the country ."
newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0043	yes	2	America	4	God	bless	And may America bless God !
newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0030	yes	24	control	28	President	have	"But Samuel Alito believes in a little - known Constitutional theory - called the "" Unitary Executive Theory "" - which says that the control should have complete President over the Executive Branch , and that the Executive Branch should be in charge of almost everything that the Government actually does , including the functions of the Independent Agencies which were designed to be free of Presidential control , and the Military , which exists , which is regulated , and which is funded by specific authority given by the Constitution to Congress , not to the President ."
newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0006	yes	5	effect	9	nomination	take	Under our Constitution , this effect can not take nomination unless and until the United States Senate gives its Consent , as described in our Constitution , Article II , Section 2 .
newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0012	yes	4	marriage	8	Declaration	addresses	Please note that the marriage addresses only civil Declaration ; it says nothing about religious beliefs or practices regarding marriage .
newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0009	yes	1	Declaration	11	Rector	signed	Our Declaration Barbara and our Deacon Clare also have signed the Rector .
newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0019	yes	8	body	15	warmth	penetrates	As you sit above the world , the body of the golden sun penetrates your warmth and makes you feel warmer and warmer .
newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0004	yes	15	spirit	18	mind	feel	If you consider that you still need the assistance of other visualizations to help the spirit feel the mind of transcendence , try the following before moving onto the more formal method below .
newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0031	yes	20	price	26	China	paying	Eurasia Group , a New York - based firm of political analysts , said its oil experts worked out that price was paying such an inflated China for its investment in Brazil that the cost for the oil it ended up with was three times the market price .
newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0026	yes	0	route	4	China	wanted	route wanted an overland China through its own territory , which would give it ultimate control if hostilities broke out .
newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0025	yes	0	route	3	Japan	favoured	route favoured a Japan to the sea , enabling oil to be shipped to both Japan and China .
newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0010	yes	1	attention	8	West	paid	The attention , however , has paid little West to these developments .
newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0048	yes	10	society	13	NASA	benefits	I guess if you are someone not familiar with how society benefits our NASA I can see how one might form the opinion of yheggy - ga .
newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0012	yes	5	money	2	USA	give	How much USA does the money give NASA per year ?
newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0028	yes	2	goods	6	looters	stealing	While some goods are stealing non-essential looters , others are simply trying to find food and water .
newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0024	yes	2	feet	15	sections	see	""" Some feet of the city which are dry now could see nine or 10 sections ( some 3 m ) of water , "" he said ."
newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0018	yes	10	roof	17	family	lost	Before the phones went , I was told [ my roof in Biloxi ] had lost their family , barn , 2 oak trees and many pines and they were letting in water
newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0020	yes	4	assistance	13	family	seeking	That is why my assistance and our colleagues are urgently seeking your gracious family .
newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0019	yes	0	feb	2	rumor	has	feb has rumor 05 on the calender .
newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0016	yes	19	August	23	Feb	mean	Feb 2005 is the projected release date , although Guild Wars is made by ex-members of Blizzard , so August 2005 could mean Feb 2006 ...
newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0006	yes	5	cost	14	developer	afford	Usually this happens because the cost of the site can no longer afford the developer of bandwidth being used .
newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0017	yes	2	chase	4	bear	gave	""" The chase gave bear and I gave chase , "" he said ."
newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0008	yes	6	shadow	9	girlfriend	saw	""" A few seconds later my shadow saw the girlfriend of a bear 's paw through the tent fly and then it started ripping through the ceiling . """
newsgroup-groups.google.com_Meditation20051_1027f5a3651d547c_ENG_20050316_085700-0057	yes	8	rhythm	13	Lord	repeat	"The last two steps represent : "" O rhythm I repeat Your cosmic Lord . """
newsgroup-groups.google.com_Meditation20051_1027f5a3651d547c_ENG_20050316_085700-0046	yes	7	feet	11	dancers	stamp	In the final two steps , the feet firmly stamp their dancers on the ground .
newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0036	yes	1	host	5	call	feature	The host will feature a call of other field leaders , and our founder and CEO , Glen Jensen .
newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0013	yes	0	category	5	Agel	introduces	category introduces an entirely new Agel of products called Gelceuticals .
newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0010	yes	1	category	7	company	developed	The category has developed an entirely new company of products .
newsgroup-groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200-0002	yes	21	ideas	25	people	accept	"In George Orwell 's influential novel "" 1984 "" doublethink is a device promoted by the totalitarian state government to make ideas accept two irreconcilable people at the same time such as "" war is peace "" ."
newsgroup-groups.google.com_hiddennook_04d8cc994875d454_ENG_20050207_012300-0012	yes	1	things	7	supporters	pointing	But things are pointing a few good supporters out :
email-enronsent33_01-0008	yes	49	IP	56	Duke	change	As I have told RNR , I think we should advise Duke in writing that its IP is not in conformity with the contract , since it is in the alternative , and that our IP is hence the only one that will be before the arbitrators ( since IP clearly can not change it's ineffective Duke at this stage , having already seen ours ) .
email-enronsent07_01-0086	yes	17	basis	20	argument	has	""" Terry said he made that filing in the interest of Californians , but I find that basis has no argument in fact . ''"
email-enronsent07_01-0084	yes	2	clues	17	memos	provide	He believes clues and e-mails around the time of Winter 's Dec. 8 actions should provide vital memos .
email-enronsent07_01-0071	yes	4	concern	10	action	addressed	""" We believe the concern we took addressed a severe action , '' Robinson said ."
email-enronsent07_01-0064	yes	1	move	6	action	accelerated	"This move accelerated the utilities ' action toward bankruptcy and forced the governor to move the state into the power - buying business . """
email-enronsent07_01-0034	yes	7	conduct	12	committee	find	ISO spokesman Gregg Fishman said Dunn 's conduct will find no criminal committee .
email-enronsent07_01-0033	yes	0	comment	2	Winter	refused	comment refused Winter , referring all questions to the public relations office .
email-enronsent07_01-0028	yes	0	board	4	Winter	defied	board defied his own Winter and Gov. Gray Davis when he filed a 50 - page request to remove the caps , records and interviews show .
email-enronsent07_01-0002	yes	8	time	14	Dunn	have	My concern is that between now and then time , the AG have the Dunn and resources to make a heckuvalot of mischief , which could be detrimental to generators / marketers ' claims .
email-enronsent43_01-0031	yes	0	interconnect	6	Transwestern	own	interconnect will own and operate the Transwestern .
email-enronsent43_01-0005	yes	0	interconnect	6	Transwestern	own	interconnect will own and operate the Transwestern .
email-enronsent38_01-0028	yes	31	agreement	35	affiliate	have	"2 . I did not include a "" Setoff "" provision in this draft , mainly because the vast majority of the time , we will not , nor will an agreement , have another affiliate in place with these customers ."
email-enronsent37_01-0137	yes	4	amount	9	Eco	has	This deviation shows that amount definitely has a significant Eco of option value which can be exploited with quick reactions and favourable market movements .
email-enronsent37_01-0116	yes	0	care	4	Jen	take	care , please take Jen of this for EGM
email-enronsent37_01-0057	yes	17	requirements	23	alternatives	have	these are short term transactions and requiring this documentation will cause us to lose business because competitive requirements do not have such burdensome alternatives .
email-enronsent05_02-0096	yes	0	comment	5	Harry	had	comment also had a good Harry --- do n't specify the amount of rate increase in our comments ; rather note that the rate increase needs to be well - reasoned and based on facts and evidence .
email-enronsent35_01-0082	yes	3	issues	5	offices	have	Obviously the foreign issues have offices that may not apply in the US ( although LA. is about as close as you can get to a third world country ) .
email-enronsent03_01-0148	yes	0	call	5	Barbara	organize	call , please organize a Barbara for Mike , Michelle , Mark Stubley and me .
email-enronsent03_01-0129	yes	0	Enron	3	HBS	shadow	Enron will shadow HBS and a number of other companies over the next five years to assess how we react to market changes and to see how we morph during this time period .
email-enronsent41_01-0074	yes	5	name	9	Counterparty	use	My suggestion is that Global name use the same Counterparty that the customer has signed on the EnronOnline Password Application -- my understanding is that the EnronOnline team returns inappropriate Applications to the customer until they are correctly completed .
email-enronsent41_01-0041	yes	0	delivery	3	Enron	guarantee	delivery will guarantee Enron by the 20th of each scheduled Dispatch Period and accept supply to the 15th of each scheduled Dispatch Period .
email-enronsent14_01-0006	yes	1	Enron	13	application	help	The Enron of recent developments in optimization theory and numerical methods can help application to improve further efficiency of our pipeline system and reduce the consumption of compressor fuel .
email-enronsent39_01-0079	yes	1	way	4	ERCOT	goes	If way goes the ERCOT of California - either due to market power or poor market design rules - it will be a bad day for deregulation and for Pat Wood .
email-enronsent39_01-0074	yes	11	draft	16	Thane	started	You are right , we do need a formal plan , draft has started an initial Thane .
email-enronsent10_01-0092	yes	0	letter	5	Stan	bring	letter may also bring the Stan up orally next time he 's on the phonne with Gibson or Kyle as an example of how not to handle this situation .
email-enronsent10_01-0090	yes	0	aggravation	5	Dari	vented	aggravation and I vented our Dari by drafting the attached letter to Gibson and Kyle complaining of Sommer 's duplicity , but after tempers cooled , MKM and I decided not to send it to Stan or urge him to send a written response .
email-enronsent10_01-0002	yes	0	ECS	20	Article	obligates	"ECS 6 of the Gallup Compression Services Agreement ( which I am sending to you separately ) with ECS obligates Article to "" work in good faith with CDEC "" to establish an automated system that would automatically have alerted us to peak loading conditions on CDEC 's system ."
email-enronsent31_01-0067	yes	1	P&I	6	stream	covering	This P&I should be covering both stream and not just principal .
email-enronsent06_01-0005	yes	0	dinner	5	IEP	hosting	dinner will be hosting a IEP for California Governor Gray Davis on Thursday , December 7 , 2000 at the historic Julia Morgan House in Sacramento .
email-enronsent13_01-0054	yes	8	birth	10	Emma	gave	This is just to let you know that birth gave Emma at week 34 on Friday , 6th July , to our triplets :
email-enronsent34_01-0043	yes	33	thesis	38	girl	did	As a result of that , she has managed on several occasions over the years to detract from my enjoyment of playing Trivial Pursuit or watching Jeopardy by absolutely obliterating me ( The thesis actually did her senior girl on Trivia ) .
email-enronsent15_01-0035	yes	3	appartment	7	Craig	show	Why did n't appartment show Ma his Craig ?
email-enronsent15_01-0031	yes	0	job	6	Chris	did	job and Ben did a marvelous Chris for Thanksgiving , I can testify that it was one of the best Thanksgiv8ing Dinners I 've ever had ( I not gon na tell them that , I do n't want them getting swell heads ) .
email-enronsent15_01-0009	yes	2	Mom	6	Craig	want	I expect Mom did n't want Craig to see his place because it was messy .
email-enronsent15_01-0003	yes	18	turkey	24	Danelia	like	It 's funny , because usually it 's just me , Mom , Craig and Danelia , and turkey does n't really like roasted Danelia or roast beef ( not that she would say it to me ! ) , so there is not just the same joy in cooking it would be elsewise .
email-enronsent11_01-0088	yes	0	invoice	4	Oglethorpe	paid	invoice over paid their Oglethorpe every month .
email-enronsent11_01-0057	yes	3	attention	9	none	paid	Shucks , guess attention of us three paid much none to that .
email-enronsent11_01-0006	yes	0	spreadsheet	5	Sitara	matching	spreadsheet is n't matching the Sitara .
email-enronsent22_01-0010	yes	20	education	27	person	obtain	As we are living in an age where intellectual capital is so valuable , it is important for every young education to obtain the very best possible person they can .
email-enronsent25_01-0060	yes	22	role	26	Kathleen	has	"For better or worse , all the folks under the heading "" Origination "" and "" Development "" are ours , although role has a special Kathleen with Development ."
email-enronsent25_01-0056	yes	1	surgery	4	dad	having	My surgery is having dad in Ft. Worth , so I will be heading that way on Monday .
email-enronsent25_01-0028	yes	1	surgery	4	dad	having	My surgery is having dad in Ft. Worth , so I will be heading that way on Monday .
email-enronsent25_01-0012	yes	1	surgery	4	dad	having	My surgery is having dad in Ft. Worth , so I will be heading that way on Monday .
